PMID,Title,Abstract,Sentence,Common Words in Vocabulary 1
19492024,the influence of endocrine disrupting chemicals on the proliferation of eralpha knockdownhuman breast cancer cell line mcf7 new attempts by rnai technology,bisphenol a bpa is a monomer use in manufacturing a wide range of chemical products which include epoxy resins and polycarbonate it has been reported that bpa increases the cell proliferation activity of human breast cancer mcf7 cells as well as 17beta estradiol e2 and diethylstilbestrol des however bpa induces target genes through erdependent and erindependent manners which are different from the actions induced by e2 therefore bpa may be unique in estrogendependent cell proliferation compared to other endocrine disrupting chemicals edcs in the present study to test whether eralpha is essential to the bpainduced proliferation on mcf7 cells we suppressed the eralpha expression of mcf7 cells by rna interference rnai proliferation effects in the presence of e2 des and bpa were not observed in eralphaknockdown mcf7 cells in comparison with control mcf7 in addition a marker of proliferative potential mib1 labeling index li showed no change in bpatreated groups compared with vehicletreated groups on eralphaknockdown mcf7 cells in conclusion we demonstrated that eralpha has a role in bpainduced cell proliferation as well as e2 and des moreover this study indicated that the direct knockdown of eralpha using rnai serves as an additional tool to evaluate in parallel with mcf7 cell proliferation assay for potential edcs,bisphenol a bpa is a monomer use in manufacturing a wide range of chemical products which include epoxy resins and polycarbonate it has been reported that bpa increases the cell proliferation activity of human breast cancer mcf7 cells as well as 17beta estradiol e2 and diethylstilbestrol des however bpa induces target genes through erdependent and erindependent manners which are different from the actions induced by e2 therefore bpa may be unique in estrogendependent cell proliferation compared to other endocrine disrupting chemicals edcs in the present study to test whether eralpha is essential to the bpainduced proliferation on mcf7 cells we suppressed the eralpha expression of mcf7 cells by rna interference rnai proliferation effects in the presence of e2 des and bpa were not observed in eralphaknockdown mcf7 cells in comparison with control mcf7 in addition a marker of proliferative potential mib1 labeling index li showed no change in bpatreated groups compared with vehicletreated groups on eralphaknockdown mcf7 cells in conclusion we demonstrated that eralpha has a role in bpainduced cell proliferation as well as e2 and des moreover this study indicated that the direct knockdown of eralpha using rnai serves as an additional tool to evaluate in parallel with mcf7 cell proliferation assay for potential edcs,"induced(ACTIVITY), suppressed(ACTIVITY)"
19479021,differential regulation of dopamine transporter function and location by low concentrations of environmental estrogens and 17betaestradiol,the effects of 17betaestradiol e2 and xenoestrogens xes on dopamine transport may have important implications for the increased incidence of neurologic disorders especially in women during life stages characterized by frequent hormonal fluctuations we examined low concentrations of xes dieldrin endosulfan o pdichlorodiphenylethylene dde nonylphenol np and bisphenol a bpa for nongenomic actions via action of membrane estrogen receptors ers we measured activity of the dopamine transporter dat by the efflux of 3hdopamine in nontransfected nerve growth factordifferentiated pc12 rat pheochromocytoma cells expressing membrane dat eralpha erbeta and gproteincoupled receptor 30 we used a plate immunoassay to monitor trafficking of these proteins all compounds at 1 nm either caused efflux or inhibited efflux or both each compound evoked a distinct oscillatory pattern at optimal times for each effect we examined different concentrations of xes all xes were active at some concentration  10 nm and dose responses were all nonmonotonic for example 1014 to 1011 m dde caused significant efflux inhibition whereas np and bpa enhanced or inhibited efflux at several concentrations we also measured the effects of e2xe combinations dde potentiated e2mediated dopamine efflux whereas bpa inhibited it in e2induced efflux 15 more eralpha trafficked to the membrane whereas erbeta waned during bpainduced efflux 20 more dat was trafficked to the plasma membrane low levels of environmental estrogen contaminants acting as endocrine disruptors via membrane ers can alter dopamine efflux temporal patterning and the trafficking of dat and membrane ers providing a cellular mechanism that could explain the disruption of physiologic neurotransmitter function,the effects of 17betaestradiol e2 and xenoestrogens xes on dopamine transport may have important implications for the increased incidence of neurologic disorders especially in women during life stages characterized by frequent hormonal fluctuations we examined low concentrations of xes dieldrin endosulfan o pdichlorodiphenylethylene dde nonylphenol np and bisphenol a bpa for nongenomic actions via action of membrane estrogen receptors ers we measured activity of the dopamine transporter dat by the efflux of 3hdopamine in nontransfected nerve growth factordifferentiated pc12 rat pheochromocytoma cells expressing membrane dat eralpha erbeta and gproteincoupled receptor 30 we used a plate immunoassay to monitor trafficking of these proteins all compounds at 1 nm either caused efflux or inhibited efflux or both each compound evoked a distinct oscillatory pattern at optimal times for each effect we examined different concentrations of xes all xes were active at some concentration  10 nm and dose responses were all nonmonotonic for example 1014 to 1011 m dde caused significant efflux inhibition whereas np and bpa enhanced or inhibited efflux at several concentrations we also measured the effects of e2xe combinations dde potentiated e2mediated dopamine efflux whereas bpa inhibited it in e2induced efflux 15 more eralpha trafficked to the membrane whereas erbeta waned during bpainduced efflux 20 more dat was trafficked to the plasma membrane low levels of environmental estrogen contaminants acting as endocrine disruptors via membrane ers can alter dopamine efflux temporal patterning and the trafficking of dat and membrane ers providing a cellular mechanism that could explain the disruption of physiologic neurotransmitter function,"increased(ACTIVITY), inhibited(ACTIVITY), enhanced(ACTIVITY), inhibited(ACTIVITY), potentiated(ACTIVITY), inhibited(ACTIVITY), alter(ACTIVITY)"
19442818,impact of neonatal exposure to the eralpha agonist ppt bisphenola or phytoestrogens on hypothalamic kisspeptin fiber density in male and female rats,neonatal exposure to endocrine disrupting compounds edcs can impair reproductive physiology but the specific mechanisms by which this occurs remain largely unknown growing evidence suggests that kisspeptin kiss neurons play a significant role in the regulation of pubertal onset and ovulation therefore disruption of kiss signaling could be a mechanism by which edcs impair reproductive maturation and function we have previously demonstrated that neonatal exposure to phytoestrogens decreases kiss fiber density in the anterior hypothalamus of female rats an effect which was associated with early persistent estrus and the impaired activation gonadotropin releasing hormone gnrh neurons the goals of the present study were to 1 determine if an eralpha selective agonist ppt or bisphenola bpa could produce similar effects on hypothalamic kiss content in female rats and 2 to determine if male kiss fiber density was also vulnerable to disruption by edcs we first examined the effects of neonatal exposure to ppt a low 50 microgkg bw bpa dose and a high 50 mgkg bw bpa dose on kiss immunoreactivity ir in the anterior ventral periventricular avpv and arcuate arc nuclei of adult female rats using estradiol benzoate eb and a sesame oil vehicle as controls avpv kissir following ovariectomy ovx and hormone priming was significantly lower in the eb and ppt groups but not the bpa groups arc kissir levels were significantly diminished in the eb and high dose bpa groups and there was a nonsignificant trend for lower kissir in the ppt group we next examined effects of neonatal exposure to a low 50 microgkg bw dose of bpa and the phytoestrogens genistein gen and equol eq on kissir in the avpv and arc of adult male rats using ovx females as an additional control group none of the compounds affected kissir in the male hypothalamus our results suggest that the organization of hypothalamic kiss fibers may be vulnerable to disruption by edc exposure and that females might be more sensitive than males,neonatal exposure to endocrine disrupting compounds edcs can impair reproductive physiology but the specific mechanisms by which this occurs remain largely unknown growing evidence suggests that kisspeptin kiss neurons play a significant role in the regulation of pubertal onset and ovulation therefore disruption of kiss signaling could be a mechanism by which edcs impair reproductive maturation and function we have previously demonstrated that neonatal exposure to phytoestrogens decreases kiss fiber density in the anterior hypothalamus of female rats an effect which was associated with early persistent estrus and the impaired activation gonadotropin releasing hormone gnrh neurons the goals of the present study were to 1 determine if an eralpha selective agonist ppt or bisphenola bpa could produce similar effects on hypothalamic kiss content in female rats and 2 to determine if male kiss fiber density was also vulnerable to disruption by edcs we first examined the effects of neonatal exposure to ppt a low 50 microgkg bw bpa dose and a high 50 mgkg bw bpa dose on kiss immunoreactivity ir in the anterior ventral periventricular avpv and arcuate arc nuclei of adult female rats using estradiol benzoate eb and a sesame oil vehicle as controls avpv kissir following ovariectomy ovx and hormone priming was significantly lower in the eb and ppt groups but not the bpa groups arc kissir levels were significantly diminished in the eb and high dose bpa groups and there was a nonsignificant trend for lower kissir in the ppt group we next examined effects of neonatal exposure to a low 50 microgkg bw dose of bpa and the phytoestrogens genistein gen and equol eq on kissir in the avpv and arc of adult male rats using ovx females as an additional control group none of the compounds affected kissir in the male hypothalamus our results suggest that the organization of hypothalamic kiss fibers may be vulnerable to disruption by edc exposure and that females might be more sensitive than males,"associated(ACTIVITY), agonist(ACTIVITY), diminished(ACTIVITY), affected(ACTIVITY)"
19440488,time and doserelated effects of di2ethylhexyl phthalate and its main metabolites on the function of the rat fetal testis in vitro,endocrinedisrupting effects of phthalates are understood primarily from in utero exposures within the fetal rat testis nevertheless their path of action doseresponse character and cellular targets within the fetal testis are not known in this study we investigated the effects of di2ethylhexyl phthalate dehp mono2ethylhexyl phthalate mehp and several of their metabolites on the development of organocultured testes from rat fetus we removed testes from 145dayold rat fetuses and cultured them for 13 days with or without dehp mehp and the metabolites dehp 105 m produced a proandrogenic effect after 3 days of culture whereas mehp disrupted testis morphology and function leydig cells were the first affected by mehp with a number of them being inappropriately located within some seminiferous tubules additionally we found a time and dosedependent reduction of testosterone by 48 hr gonocyte proliferation had decreased whereas apoptosis increased sertoli cell number was unaffected although some cells appeared vacuolated and production of antimüllerian hormone decreased in a time and dosedependent manner the derived metabolite mono2ethyl5hydroxyhexyl phthalate was the only one to cause deleterious effects to the rat fetal testis in vitro we hope that this in vitro method will facilitate the study of different phthalate esters and other endocrine disruptors for direct testicular effects,endocrinedisrupting effects of phthalates are understood primarily from in utero exposures within the fetal rat testis nevertheless their path of action doseresponse character and cellular targets within the fetal testis are not known in this study we investigated the effects of di2ethylhexyl phthalate dehp mono2ethylhexyl phthalate mehp and several of their metabolites on the development of organocultured testes from rat fetus we removed testes from 145dayold rat fetuses and cultured them for 13 days with or without dehp mehp and the metabolites dehp 105 m produced a proandrogenic effect after 3 days of culture whereas mehp disrupted testis morphology and function leydig cells were the first affected by mehp with a number of them being inappropriately located within some seminiferous tubules additionally we found a time and dosedependent reduction of testosterone by 48 hr gonocyte proliferation had decreased whereas apoptosis increased sertoli cell number was unaffected although some cells appeared vacuolated and production of antimüllerian hormone decreased in a time and dosedependent manner the derived metabolite mono2ethyl5hydroxyhexyl phthalate was the only one to cause deleterious effects to the rat fetal testis in vitro we hope that this in vitro method will facilitate the study of different phthalate esters and other endocrine disruptors for direct testicular effects,"disrupted(ACTIVITY), affected(ACTIVITY), decreased(ACTIVITY), increased(ACTIVITY), decreased(ACTIVITY), facilitate(ACTIVITY)"
19362103,cell death mechanisms in gt17 gnrh cells exposed to polychlorinated biphenyls pcb74 pcb118 and pcb153,exposure to endocrine disrupting chemicals edcs such as polychlorinated biphenyls pcbs causes functional deficits in neuroendocrine systems we used an immortalized hypothalamic gt17 cell line which synthesizes the neuroendocrine peptide gonadotropinreleasing hormone gnrh to examine the neurotoxic and endocrine disrupting effects of pcbs and their mechanisms of action cells were treated for 1 4 8 or 24 h with a range of doses of a representative pcb from each of three classes coplanar 2445tetrachlorobiphenyl pcb74 dioxinlike coplanar 23445 pentachlorobiphenyl pcb118 noncoplanar 224455hexachlorobiphenyl pcb153 or their combination gnrh peptide concentrations cell viability apoptotic and necrotic cell death and caspase activation were quantified in general gnrh peptide levels were suppressed by high doses and longer durations of pcbs and elevated at low doses and shorter timepoints the suppression of gnrh peptide levels was partially reversed in cultures cotreated with the estrogen receptor antagonist ici 182780 all pcbs reduced viability and increased both apoptotic and necrotic cell death although the effects for the three classes of pcbs were often similar subtle differences in responses together with evidence that the combination of pcbs acted slightly different from individual pcbs suggest that the three tested pcb compounds may act via slightly different or more than one mechanism these results provide evidence that pcb congeners have endocrine disrupting andor neurotoxic effects on the hypothalamic gnrh cell line a finding that has implications for environmental endocrine disruption in animals,exposure to endocrine disrupting chemicals edcs such as polychlorinated biphenyls pcbs causes functional deficits in neuroendocrine systems we used an immortalized hypothalamic gt17 cell line which synthesizes the neuroendocrine peptide gonadotropinreleasing hormone gnrh to examine the neurotoxic and endocrine disrupting effects of pcbs and their mechanisms of action cells were treated for 1 4 8 or 24 h with a range of doses of a representative pcb from each of three classes coplanar 2445tetrachlorobiphenyl pcb74 dioxinlike coplanar 23445 pentachlorobiphenyl pcb118 noncoplanar 224455hexachlorobiphenyl pcb153 or their combination gnrh peptide concentrations cell viability apoptotic and necrotic cell death and caspase activation were quantified in general gnrh peptide levels were suppressed by high doses and longer durations of pcbs and elevated at low doses and shorter timepoints the suppression of gnrh peptide levels was partially reversed in cultures cotreated with the estrogen receptor antagonist ici 182780 all pcbs reduced viability and increased both apoptotic and necrotic cell death although the effects for the three classes of pcbs were often similar subtle differences in responses together with evidence that the combination of pcbs acted slightly different from individual pcbs suggest that the three tested pcb compounds may act via slightly different or more than one mechanism these results provide evidence that pcb congeners have endocrine disrupting andor neurotoxic effects on the hypothalamic gnrh cell line a finding that has implications for environmental endocrine disruption in animals,"suppressed(ACTIVITY), elevated(ACTIVITY), antagonist(ACTIVITY), reduced(ACTIVITY), increased(ACTIVITY)"
19319186,the phytoestrogen genistein affects zebrafish development through two different pathways,endocrine disrupting chemicals are widely distributed in the environment and derive from many different human activities or can also be natural products synthesized by plants or microorganisms the phytoestrogen genistein 4 5 7trihydroxyisoflavone is a naturally occurring compound found in soy products genistein has been the subject of numerous studies because of its known estrogenic activity we report that genistein exposure of zebrafish embryos induces apoptosis mainly in the hindbrain and the anterior spinal cord timing experiments demonstrate that apoptosis is induced during a precise developmental window since adding ici 182780 an er antagonist does not rescue the genisteininduced apoptosis and since there is no synergistic effect between genistein and estradiol we conclude that this apoptotic effect elicited by genistein is estrogenreceptors independent however we show in vitro that genistein binds and activates the three zebrafish estrogen receptors eralpha erbetaa and erbetab furthermore using transgenic ereluciferase fish we show that genistein is able to activate the estrogen pathway in vivo during larval stages finally we show that genistein is able to induce ectopic expression of the aromataseb gene in an erdependent manner in the anterior brain in pattern highly similar to the one resulting from estrogen treatment at low concentration taken together these results indicate that genistein acts through at least two different pathways in zebrafish embryos i it induces apoptosis in an erindependent manner and ii it regulates aromataseb expression in the brain in an erdependent manner our results thus highlight the multiplicity of possible actions of phytoestrogens such as genistein this suggests that the use of standardized endpoints to study the effect of a given compound even when this compound has well known targets may carry the risk of overlooking interesting effects of this compound,endocrine disrupting chemicals are widely distributed in the environment and derive from many different human activities or can also be natural products synthesized by plants or microorganisms the phytoestrogen genistein 4 5 7trihydroxyisoflavone is a naturally occurring compound found in soy products genistein has been the subject of numerous studies because of its known estrogenic activity we report that genistein exposure of zebrafish embryos induces apoptosis mainly in the hindbrain and the anterior spinal cord timing experiments demonstrate that apoptosis is induced during a precise developmental window since adding ici 182780 an er antagonist does not rescue the genisteininduced apoptosis and since there is no synergistic effect between genistein and estradiol we conclude that this apoptotic effect elicited by genistein is estrogenreceptors independent however we show in vitro that genistein binds and activates the three zebrafish estrogen receptors eralpha erbetaa and erbetab furthermore using transgenic ereluciferase fish we show that genistein is able to activate the estrogen pathway in vivo during larval stages finally we show that genistein is able to induce ectopic expression of the aromataseb gene in an erdependent manner in the anterior brain in pattern highly similar to the one resulting from estrogen treatment at low concentration taken together these results indicate that genistein acts through at least two different pathways in zebrafish embryos i it induces apoptosis in an erindependent manner and ii it regulates aromataseb expression in the brain in an erdependent manner our results thus highlight the multiplicity of possible actions of phytoestrogens such as genistein this suggests that the use of standardized endpoints to study the effect of a given compound even when this compound has well known targets may carry the risk of overlooking interesting effects of this compound,"induced(ACTIVITY), antagonist(ACTIVITY), elicited(ACTIVITY), activate(ACTIVITY), induce(ACTIVITY)"
19270804,endocrine disruptors in the workplace hair spray folate supplementation and risk of hypospadias casecontrol study,hypospadias is one of the most common urogenital congenital anomalies affecting baby boys prevalence estimates in europe range from 4 to 24 per 10000 births depending on definition with higher rates reported from the united states relatively little is known about potential risk factors but a role for endocrinedisrupting chemicals edcs has been proposed our goal was to elucidate the risk of hypospadias associated with occupational exposure of the mother to endocrinedisruptor chemicals use of folate supplementation during pregnancy and vegetarianism we designed a casecontrol study of 471 hypospadias cases referred to surgeons and 490 randomly selected birth controls born 1 january 199730 september 1998 in southeast england telephone interviews of mothers elicited information on folate supplementation during pregnancy and vegetarianism we used a job exposure matrix to classify occupational exposure in multiple logistic regression analysis there were increased risks for selfreported occupational exposure to hair spray exposed vs nonexposed odds ratio or  239 95 confidence interval ci 140417 and phthalate exposure obtained by a job exposure matrix or  312 95 ci 1041146 there was a significantly reduced risk of hypospadias associated with of folate use during the first 3 months of pregnancy or  064 95 ci 044093 vegetarianism was not associated with hypospadias risk excess risks of hypospadias associated with occupational exposures to phthalates and hair spray suggest that antiandrogenic edcs may play a role in hypospadias folate supplementation in early pregnancy may be protective,hypospadias is one of the most common urogenital congenital anomalies affecting baby boys prevalence estimates in europe range from 4 to 24 per 10000 births depending on definition with higher rates reported from the united states relatively little is known about potential risk factors but a role for endocrinedisrupting chemicals edcs has been proposed our goal was to elucidate the risk of hypospadias associated with occupational exposure of the mother to endocrinedisruptor chemicals use of folate supplementation during pregnancy and vegetarianism we designed a casecontrol study of 471 hypospadias cases referred to surgeons and 490 randomly selected birth controls born 1 january 199730 september 1998 in southeast england telephone interviews of mothers elicited information on folate supplementation during pregnancy and vegetarianism we used a job exposure matrix to classify occupational exposure in multiple logistic regression analysis there were increased risks for selfreported occupational exposure to hair spray exposed vs nonexposed odds ratio or  239 95 confidence interval ci 140417 and phthalate exposure obtained by a job exposure matrix or  312 95 ci 1041146 there was a significantly reduced risk of hypospadias associated with of folate use during the first 3 months of pregnancy or  064 95 ci 044093 vegetarianism was not associated with hypospadias risk excess risks of hypospadias associated with occupational exposures to phthalates and hair spray suggest that antiandrogenic edcs may play a role in hypospadias folate supplementation in early pregnancy may be protective,"associated(ACTIVITY), elicited(ACTIVITY), increased(ACTIVITY), reduced(ACTIVITY), associated(ACTIVITY), associated(ACTIVITY), associated(ACTIVITY)"
19165384,phthalates impair germ cell development in the human fetal testis in vitro without change in testosterone production,several studies have described an increasing frequency of male reproductive disorders which may have a common origin in fetal life and which are hypothesized to be caused by endocrine disruptors phthalate esters represent a class of environmental endocrineactive chemicals known to disrupt development of the male reproductive tract by decreasing testosterone production in the fetal rat using the organ culture system we developed previously we investigated the effects on the development of human fetal testis of one phthalatemono2ethylhexyl phthalate mehpan industrial chemical found in many products which has been incriminated as a disruptor of male reproductive function human fetal testes were recovered during the first trimester 712 weeks of gestation a critical period for testicular differentiation and cultured for 3 days with or without mehp in basal conditions or stimulated with luteinizing hormone lh whatever the dose mehp treatment had no effect on basal or lhstimulated testosterone produced by the human fetal testis in vitro although testosterone production can be modulated in our culture system mehp 104 m did not affect proliferation or apoptosis of sertoli cells but it reduced the mrna expression of antimüllerian hormone mehp 104 m reduced the number of germ cells by increasing their apoptosis measured by the detection of caspase3positive germ cells without modification of their proliferation this is the first experimental demonstration that phthalates alter the development of the germ cell lineage in humans however in contrast to results observed in the rat phthalates did not affect steroidogenesis,several studies have described an increasing frequency of male reproductive disorders which may have a common origin in fetal life and which are hypothesized to be caused by endocrine disruptors phthalate esters represent a class of environmental endocrineactive chemicals known to disrupt development of the male reproductive tract by decreasing testosterone production in the fetal rat using the organ culture system we developed previously we investigated the effects on the development of human fetal testis of one phthalatemono2ethylhexyl phthalate mehpan industrial chemical found in many products which has been incriminated as a disruptor of male reproductive function human fetal testes were recovered during the first trimester 712 weeks of gestation a critical period for testicular differentiation and cultured for 3 days with or without mehp in basal conditions or stimulated with luteinizing hormone lh whatever the dose mehp treatment had no effect on basal or lhstimulated testosterone produced by the human fetal testis in vitro although testosterone production can be modulated in our culture system mehp 104 m did not affect proliferation or apoptosis of sertoli cells but it reduced the mrna expression of antimüllerian hormone mehp 104 m reduced the number of germ cells by increasing their apoptosis measured by the detection of caspase3positive germ cells without modification of their proliferation this is the first experimental demonstration that phthalates alter the development of the germ cell lineage in humans however in contrast to results observed in the rat phthalates did not affect steroidogenesis,"disrupt(ACTIVITY), stimulated(ACTIVITY), modulated(ACTIVITY), affect(ACTIVITY), reduced(ACTIVITY), reduced(ACTIVITY), alter(ACTIVITY), affect(ACTIVITY)"
19164168,bisphenol a effects on the growing mouse oocyte are influenced by diet,growing evidence suggests that exposure to bisphenol a bpa has the ability to disrupt several different stages of oocyte development to date most attention has focused on the effects of bpa on the periovulatory oocyte and considerable variation is evident in the results of these studies in our own laboratory variation in the results of bpa studies conducted at different times appeared to correlate with changes in mill dates of animal feed this observation coupled with reports by others that dietary estrogens in feed are a confounding variable in studies of endocrinedisrupting chemicals prompted us to evaluate the effect of diet on the results of bpa studies of the periovulatory oocyte genetically identical females were placed on a high or lowphytoestrogen diet prior to mating their female offspring were exposed to bpa oocytes collected and meiotic spindle and chromosome characteristics compared between control and bpatreated females we observed significant dietrelated variation in both the frequency of abnormalities in oocytes from untreated females and in the response to bpa our results demonstrate that the impact of bpa on meiosis depends at least in part on diet we suggest that variation in the conclusions of recent bpa studies reflects differences in the diets used as well as other methodological differences because meiotic disturbances are a feature of all studies to date however we conclude that low levels of bpa adversely affect the meiotic process,growing evidence suggests that exposure to bisphenol a bpa has the ability to disrupt several different stages of oocyte development to date most attention has focused on the effects of bpa on the periovulatory oocyte and considerable variation is evident in the results of these studies in our own laboratory variation in the results of bpa studies conducted at different times appeared to correlate with changes in mill dates of animal feed this observation coupled with reports by others that dietary estrogens in feed are a confounding variable in studies of endocrinedisrupting chemicals prompted us to evaluate the effect of diet on the results of bpa studies of the periovulatory oocyte genetically identical females were placed on a high or lowphytoestrogen diet prior to mating their female offspring were exposed to bpa oocytes collected and meiotic spindle and chromosome characteristics compared between control and bpatreated females we observed significant dietrelated variation in both the frequency of abnormalities in oocytes from untreated females and in the response to bpa our results demonstrate that the impact of bpa on meiosis depends at least in part on diet we suggest that variation in the conclusions of recent bpa studies reflects differences in the diets used as well as other methodological differences because meiotic disturbances are a feature of all studies to date however we conclude that low levels of bpa adversely affect the meiotic process,"disrupt(ACTIVITY), variable(ACTIVITY), affect(ACTIVITY)"
19079714,bisphenol a at environmentally relevant doses inhibits adiponectin release from human adipose tissue explants and adipocytes,the incidence of obesity has risen dramatically over the last few decades this epidemic may be affected by exposure to xenobiotic chemicals bisphenol a bpa an endocrine disruptor is detectable at nanomolar levels in human serum worldwide adiponectin is an adipocytespecific hormone that increases insulin sensitivity and reduces tissue inflammation thus any factor that suppresses adiponectin release could lead to insulin resistance and increased susceptibility to obesityassociated diseases in this study we aimed to compare a the effects of low doses of bpa and estradiol e2 on adiponectin secretion from human breast subcutaneous and visceral adipose explants and mature adipocytes and b expression of putative estrogen and estrogenrelated receptors errs in these tissues we determined adiponectin levels in conditioned media from adipose explants or adipocytes by enzymelinked immunosorbant assay we determined expression of estrogen receptors ers alpha and beta gproteincoupled receptor 30 gpr30 and errs alpha beta and gamma by quantitative realtime polymerase chain reaction bpa at 01 and 1 nm doses suppressed adiponectin release from all adipose depots examined despite substantial variability among patients bpa was as effective and often more effective than equimolar concentrations of e2 adipose tissue expresses similar mrna levels of eralpha erbeta and errgamma and 20 to 30fold lower levels of gpr30 erralpha and errbeta bpa at environmentally relevant doses inhibits the release of a key adipokine that protects humans from metabolic syndrome the mechanism by which bpa suppresses adiponectin and the receptors involved remains to be determined,the incidence of obesity has risen dramatically over the last few decades this epidemic may be affected by exposure to xenobiotic chemicals bisphenol a bpa an endocrine disruptor is detectable at nanomolar levels in human serum worldwide adiponectin is an adipocytespecific hormone that increases insulin sensitivity and reduces tissue inflammation thus any factor that suppresses adiponectin release could lead to insulin resistance and increased susceptibility to obesityassociated diseases in this study we aimed to compare a the effects of low doses of bpa and estradiol e2 on adiponectin secretion from human breast subcutaneous and visceral adipose explants and mature adipocytes and b expression of putative estrogen and estrogenrelated receptors errs in these tissues we determined adiponectin levels in conditioned media from adipose explants or adipocytes by enzymelinked immunosorbant assay we determined expression of estrogen receptors ers alpha and beta gproteincoupled receptor 30 gpr30 and errs alpha beta and gamma by quantitative realtime polymerase chain reaction bpa at 01 and 1 nm doses suppressed adiponectin release from all adipose depots examined despite substantial variability among patients bpa was as effective and often more effective than equimolar concentrations of e2 adipose tissue expresses similar mrna levels of eralpha erbeta and errgamma and 20 to 30fold lower levels of gpr30 erralpha and errbeta bpa at environmentally relevant doses inhibits the release of a key adipokine that protects humans from metabolic syndrome the mechanism by which bpa suppresses adiponectin and the receptors involved remains to be determined,"affected(ACTIVITY), increased(ACTIVITY), suppressed(ACTIVITY)"
19079713,hormone disruption by pbdes in adult male sport fish consumers,persistent pollutants such as polychlorinated biphenyls pcbs affect endocrine function human exposure to polybrominated diphenyl ethers pbdes which are similar in structure to pcbs has increased recently but health effects have not been well studied our goal in this study was to determine whether pbde body burdens are related to thyroid and steroid hormone levels thyroid antibodies and thyroid disease in a cohort of frequent and infrequent adult male sport fish consumers we tested serum from 405 adult males for pbde congeners pcb congeners testosterone sexhormonebinding globulin shbg shbgbound testosterone thyroglobulin antibodies and the thyroid hormones thyroxine t4 triiodothyronine t3 thyroidstimulating hormone tsh and t4binding globulin tbg we collected data on demographics fish consumption medical diseases and medication use the median sum of pbdes was 38 ngg lipid in 308 men without thyroid disease or diabetes pbdes were positively related to measures of t4 and reverse t3 and inversely related to total t3 and tsh pbdes were positively related to the percentage of t4 bound to albumin and inversely related to the percentage of t4 bound to tbg associations of bde congeners with hormones varied bde47 was positively associated with testosterone levels participants with pbdes over the 95th percentile were more likely to have thyroglobulin antibodies although high pbde exposure was not associated with thyroid disease pbde effects were independent of pcb exposure and sport fish consumption pbde exposure at levels comparable with those of the general us population was associated with increased thyroglobulin antibodies and increased t4 in adult males,persistent pollutants such as polychlorinated biphenyls pcbs affect endocrine function human exposure to polybrominated diphenyl ethers pbdes which are similar in structure to pcbs has increased recently but health effects have not been well studied our goal in this study was to determine whether pbde body burdens are related to thyroid and steroid hormone levels thyroid antibodies and thyroid disease in a cohort of frequent and infrequent adult male sport fish consumers we tested serum from 405 adult males for pbde congeners pcb congeners testosterone sexhormonebinding globulin shbg shbgbound testosterone thyroglobulin antibodies and the thyroid hormones thyroxine t4 triiodothyronine t3 thyroidstimulating hormone tsh and t4binding globulin tbg we collected data on demographics fish consumption medical diseases and medication use the median sum of pbdes was 38 ngg lipid in 308 men without thyroid disease or diabetes pbdes were positively related to measures of t4 and reverse t3 and inversely related to total t3 and tsh pbdes were positively related to the percentage of t4 bound to albumin and inversely related to the percentage of t4 bound to tbg associations of bde congeners with hormones varied bde47 was positively associated with testosterone levels participants with pbdes over the 95th percentile were more likely to have thyroglobulin antibodies although high pbde exposure was not associated with thyroid disease pbde effects were independent of pcb exposure and sport fish consumption pbde exposure at levels comparable with those of the general us population was associated with increased thyroglobulin antibodies and increased t4 in adult males,"affect(ACTIVITY), increased(ACTIVITY), bound(ACTIVITY), bound(ACTIVITY), varied(ACTIVITY), associated(ACTIVITY), associated(ACTIVITY), associated(ACTIVITY), increased(ACTIVITY), increased(ACTIVITY)"
